*************** TFIDF of abstracts ***************
Word                 Tool                 Nontool              Overall             
simul                4.553173681731475    1.208159902570256    5.945270162466831   
specif               4.570348070466561    2.30233743436638     6.819664896110306   
site                 4.570942171772781    1.9843248111757807   6.405383617035839   
effect               4.577297615989453    2.556227888879139    6.981790773069585   
freeli               4.585993148127798    0.21493902274803195  5.531457655456697   
rna                  4.5859962481838545   2.6417144153812497   6.9889502648648     
statist              4.607094065157807    1.8173542815621788   6.531499169444847   
process              4.61269181323973     9.691657858191975    13.144427140436438  
number               4.685737322443585    2.179821540329914    6.888893148261401   
allow                4.692094649770211    2.1739407654462726   6.856413496368534   
compar               4.734223669337707    2.276630273367453    7.0207893439847195  
human                4.757908452340206    3.6494028641143186   8.149438799619338   
estim                4.794671016120392    1.0316394162509674   5.8916178710446765  
select               4.81183158232232     2.502540175132584    7.1808602820071235  
design               4.826984515032337    2.107275784739221    6.870307659922558   
associ               4.858558449249734    2.6343813202338593   7.354321924594549   
motiv                4.876827908472247    0.91423643246741     6.434478027272008   
diseas               4.912149597722962    2.780538181343101    7.469884118713333   
databas              4.975327973172287    0.859806498092751    6.032624960280061   
featur               4.983781265775807    2.4374689504783364   7.436531184684396   
genet                5.025650095709444    3.3905946144857517   8.200118054876937   
visual               5.109520604317199    1.533399858200227    6.685326769525902   
multipl              5.122826066318067    2.2628195276014225   7.381978742296212   
sourc                5.17186437898033     0.9712696976853613   6.629265791891934   
new                  5.212763679698457    2.6938606496910182   7.871646627576296   
ha                   5.299155983883699    3.0758531011837444   8.288572259222528   
integr               5.3408457714484525   2.1342209235943606   7.5281946426919495  
test                 5.4562104521933      3.2531720760082408   8.6448840981352     
applic               5.492455688049766    2.342464682737338    7.8412480018479265  
map                  5.5500477520770914   1.6005256549079818   7.175174181373364   
complex              5.640360531565995    3.3556564994239175   8.831945610746429   
gener                5.6971685422396385   3.5643095612217146   9.284813873854365   
studi                5.69923047772067     4.392822199214866    9.923745996074684   
present              5.985951453365212    1.5011662615201065   8.165611440281275   
cell                 6.140084465587987    9.189380018478316    14.792779781425619  
detect               6.152026463341289    2.181959201866155    8.414012374151108   
packag               6.2211373844704845   0.6544291827928133   7.519533011650421   
base                 6.26186542546753     3.136268122968033    9.570526005976408   
differ               6.2704084923837495   3.9037223035389976   10.07686905585201   
sampl                6.388796948040195    2.437376914552095    8.906226229648269   
onlin                6.41707256376912     0.8292727507423344   8.584451332012938   
softwar              6.425528209309954    1.4477707869637406   8.490121826598857   
network              6.458139118752515    4.958801213965181    11.172968486633902  
dataset              6.494912502150476    2.0377727437995747   8.960400798298114   
perform              6.500901116044187    3.385773429238198    10.037117807394262  
provid               6.6055264320628355   3.0794402981874653   9.887393012742857   
interact             6.664755153810226    2.815597277002727    9.532417697984137   
approach             6.6810000245571395   4.4464274885404755   10.9982790431544    
express              6.757829409732255    5.018842955014157    11.458033017288686  
pubm                 6.834976188051139    38.73299756655897    48.12354623169478   
develop              6.848302459966839    4.623859520112575    11.467017198646031  
medlin               6.857880856634496    34.22362926762973    42.448803074018116  
doi                  6.868397306741271    29.48270302626209    37.222717111804954  
comput               6.872897937040939    1.7676695113767682   9.232439853412728   
pmid                 6.883104384333244    38.89855728459845    48.35950298957517   
biolog               6.886290135363959    4.29847429582618     11.128145290465431  
contact              6.941374997700609    1.8287064346022215   10.008524547055497  
bioinformat          7.033862509892467    5.211310973071885    12.100845510021184  
align                7.080983201098436    0.40736595522524693  7.9378923043064     
set                  7.166952494182544    2.6750548161844647   10.07635730362248   
algorithm            7.347359687732912    2.344477866299484    10.04045202088284   
function             7.492330121239958    4.713796001765256    12.069503878694352  
identifi             7.570539029762801    3.5089270803585153   11.317671340950827  
read                 7.85154753124034     1.114620166258072    9.491850683938596   
thi                  7.889311055008887    6.099068483389424    13.929454076060354  
index                7.923842099612261    34.235916508049904   42.679091025623     
variant              8.177546969671662    2.0870374982101105   10.409435720958589  
http                 8.211705933708847    0.2290764248441454   11.662770436290245  
predict              8.269639911830744    4.84590695615059     13.049236435368213  
result               9.212244384290297    5.267775498817611    15.315055408050606  
inform               9.288112895856575    3.0361567861496095   13.876804403312782  
tool                 9.593386878661418    2.033105767727997    12.950051537728879  
structur             9.633261986735624    5.419515439510706    15.02854312292357   
genom                9.91610271648965     4.959089562145579    15.031433407006427  
implement            9.918128786500073    1.192248058746181    14.093506472214333  
analysi              10.11628762907433    3.9755475337210053   14.6629340173808    
model                10.560158893658311   5.691113075703455    16.364377284419927  
supplementari        10.666176997882818   1.6444636843267353   14.26141925823165   
protein              11.536723477735544   9.029063969697777    20.03400852157462   
gene                 12.145729771863817   7.920687288206764    19.948572085262303  
use                  12.727540802906605   9.213447288602532    22.45521169956024   
method               13.505536184371465   15.814832556171991   28.054720196255584  
sequenc              15.740002122014552   4.887147147199163    22.61134569460237   
avail                15.836549708467867   2.0765207301259094   23.218580043661117  
data                 18.530491535818975   8.5421185421609      30.428284139402887  
                     174.00474302257356   222.34528050506538   375.61155114916505  
